paper_ID,GPUs,CPUs
2020/Cucerca et al. - 2020 - Computational image marking on metals via laser induced heating,[],[]
2020/Daviet - 2020 - Simple and scalable frictional contacts for thin nodal objects,[],['Intel Core i5-8259U']
2020/De Goes et al. - 2020 - Discrete differential operators on polygonal meshes,[],[]
2020/De Gomensoro Malheiros et al. - 2020 - The leopard never changes its spots realistic pigmentation pattern formation by coupling tissue gro,[],['Intel Core i3-9100F']
2020/Denes et al. - 2020 - A perceptual model of motion quality for rendering with adaptive refresh-rate and resolution,[],[]
2020/Dominici et al. - 2020 - PolyFit perception-aligned vectorization of raster clip-art via intermediate polygonal fitting,[],[]
2020/Du et al. - 2020 - Lifting simplices to find injectivity,[],['Intel Core i7-4770']
2020/Duenser et al. - 2020 - RoboCut hot-wire cutting with robot-controlled flexible rods,[],[]
2020/Edelstein et al. - 2020 - ENIGMA evolutionary non-isometric geometry MAtching,[],[]
2020/Fang et al. - 2020 - IQ-MPM an interface quadrature material point method for non-sticky strongly two-way coupled nonlin,['NVIDIA GeForce GTX 1050 Ti'],['Intel Core i7-9700K']
2020/Gissler et al. - 2020 - An implicit compressible SPH solver for snow simulation,[],['Intel Xeon E5-2687W']
2020/Goldade et al. - 2020 - Constraint bubbles and affine regions reduced fluid models for efficient immersed bubbles and flexi,[],[]
2020/Granskog et al. - 2020 - Compositional neural scene representations for shading inference,"['NVIDIA RTX A6000', 'NVIDIA Tesla V100 PCIe 16 GB']",[]
2020/Guo et al. - 2020 - Cut-enhanced PolyCube-maps for feature-aware all-hex meshing,[],['Intel Core i7-4790']
2020/Han et al. - 2020 - MEgATrack monochrome egocentric articulated hand-tracking for virtual reality,['NVIDIA GeForce GTX 1080'],[]
2020/Hanocka et al. - 2020 - Point2Mesh a self-prior for deformable meshes,['NVIDIA GeForce GTX 1080 Ti'],[]
2020/Harvey et al. - 2020 - Robust motion in-betweening,[],['Intel Xeon E5-1650']
"2020/He et al. - 2020 - Informative scene decomposition for crowd analysis, comparison and simulation guidance",[],['Intel Core i7-6700']
2020/Hertz et al. - 2020 - Deep geometric texture synthesis,[],[]
2020/Holden et al. - 2020 - Learned motion matching,[],[]
2020/Hornus et al. - 2020 - Variable-width contouring for additive manufacturing,[],[]
2020/Hu et al. - 2020 - Fast tetrahedral meshing in the wild,[],['Intel Xeon E5-2690 v3']
2020/Hu et al. - 2020 - Graph2Plan learning floorplan generation from layout graphs,[],[]
2020/Huang et al. - 2020 - Chemomechanical simulation of soap film flow on spherical bubbles,['NVIDIA GeForce GTX 1080'],[]
2020/Huang et al. - 2020 - Uncertainty quantification for multi-scan registration,[],[]
2020/Ishida et al. - 2020 - A model for soap film dynamics with evolving thickness,[],['Intel Core i7-6850K']
2020/James - 2020 - Phong deformation a better C0 interpolant for embedded deformation,[],[]
2020/Jiang et al. - 2020 - Example-driven virtual cinematography by learning camera behaviors,['NVIDIA TITAN Xp'],[]
2020/Jiang et al. - 2020 - Quad-mesh based isometric mappings and developable surfaces,[],['Intel Xeon E5-2687W']
2020/Keeter - 2020 - Massively parallel rendering of complex closed-form implicit surfaces,"['NVIDIA GeForce GT 750M', 'NVIDIA Tesla V100 PCIe 16 GB', 'NVIDIA GeForce GTX 1080 Ti']",[]
2020/Kilgard - 2020 - Polar stroking new theory and methods for stroking paths,[],[]
2020/Kim et al. - 2020 - Lagrangian neural style transfer for fluids,['NVIDIA TITAN Xp'],[]
2020/Kopf et al. - 2020 - One shot 3D photography,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2020/Kotwal et al. - 2020 - Interferometric transmission probing with coded mutual intensity,[],[]
2020/Koyama et al. - 2020 - Sequential gallery for interactive visual design optimization,[],[]
2020/Kuo et al. - 2020 - High resolution e╠ütendue expansion for holographic displays,['NVIDIA GeForce GTX 1060 5 GB'],[]
2020/Kwon et al. - 2020 - Fast and flexible multilegged locomotion using learned centroidal dynamics,[],['Intel Core i7-8550U']
2020/Li et al. - 2020 - Exertion-aware path generation,"['NVIDIA GeForce RTX 2070', 'NVIDIA GeForce GTX 1070']","['Intel Core i7-9700', 'Intel Core i7-8750H']"
2020/Li et al. - 2020 - Fast and scalable turbulent flow simulation with two-way coupling,"['NVIDIA TITAN Xp', 'NVIDIA Tesla P40', 'NVIDIA GeForce RTX 2080 Ti']",[]
"2020/Li et al. - 2020 - Incremental potential contact intersection-and inversion-free, large-deformation dynamics",[],[]
2020/Ling et al. - 2020 - Character controllers using motion VAEs,['NVIDIA GeForce GTX 1060 5 GB'],['Intel Core i7-5960X']
2020/Liu et al. - 2020 - HeadBlaster a wearable approach to simulating motion perception using head-mounted air propulsion j,[],[]
2020/Liu et al. - 2020 - Neural subdivision,[],[]
2020/Livesu et al. - 2020 - LoopyCuts practical feature-preserving block decomposition for strongly hex-dominant meshing,[],[]
2020/Luan et al. - 2020 - Langevin monte carlo rendering with gradient-based adaptation,[],['Intel Xeon E5-2630 v3']
2020/Luo et al. - 2020 - CARL controllable agent with reinforcement learning for quadruped locomotion,[],['AMD Ryzen 9 3900X']
2020/Luo et al. - 2020 - Consistent video depth estimation,['NVIDIA Tesla M40'],[]
2020/Ly et al. - 2020 - Projective dynamics with dry frictional contact,[],['Intel Core i7-5600U']
2020/Ma et al. - 2020 - Quanta burst photography,[],[]
2020/Maimone and Wang - 2020 - Holographic optics for thin and lightweight virtual reality,[],[]
2020/Mandad and Campen - 2020 - Be╠üzier guarding precise higher-order meshing of curved 2D domains,[],[]
2020/Mehta et al. - 2020 - XNect real-time multi-person 3D motion capture with a single RGB camera,"['NVIDIA TITAN X Pascal', 'NVIDIA GeForce RTX 2080 Max-Q', 'NVIDIA Tesla K80', 'NVIDIA GeForce GTX 1080 Ti', 'NVIDIA GeForce GTX 1080 Max-Q']",[]
2020/Merel et al. - 2020 - Catch &amp; Carry reusable neural controllers for vision-guided whole-body tasks,[],[]
2020/Montes et al. - 2020 - Computational design of skintight clothing,[],['Intel Core i7-5820K']
2020/Nehab - 2020 - Converting stroked primitives to filled primitives,[],[]
2020/Ni et al. - 2020 - A level-set method for magnetic substance simulation,[],[]
2020/Nimier-David et al. - 2020 - Radiative backpropagation an adjoint method for lightning-fast differentiable rendering,['NVIDIA GeForce RTX 2080 Ti'],[]
2020/Panotopoulou et al. - 2020 - Tactile line drawings for improved shape understanding in blind and visually impaired users,[],[]
2020/Paulin et al. - 2020 - Sliced optimal transport sampling,[],['AMD Ryzen Threadripper 2990WX']
2020/Pellis et al. - 2020 - Principal symmetric meshes,[],[]
2020/Pillwein et al. - 2020 - On elastic geodesic grids and their planar to spatial deployment,[],['Intel Xeon E5-2687W']
2020/Piovarc╠îi et al. - 2020 - Fabrication-in-the-loop co-optimization of surfaces and styli for drawing haptics,[],[]
2020/Plasencia et al. - 2020 - GS-PAT high-speed multi-point sound-fields for phased arrays of transducers,"['NVIDIA RTX A2000', 'NVIDIA GeForce GTX 1660', 'NVIDIA GeForce GTX 1050', 'NVIDIA GeForce GTX 1660 Ti']",[]
2020/Rath et al. - 2020 - Variance-aware path guiding,[],['AMD Ryzen 9 3950X']
2020/Riviere et al. - 2020 - Single-shot high-quality facial geometry and skin appearance capture,[],[]
2020/Ruppert et al. - 2020 - Robust fitting of parallax-aware mixtures for path guiding,[],[]
2020/Santos et al. - 2020 - Single image HDR reconstruction using a CNN with masked features and perceptual loss,['NVIDIA GeForce GTX 1080 Ti'],[]
2020/Sawhney and Crane - 2020 - Monte Carlo geometry processing a grid-free approach to PDE-based methods on volumetric domains,[],[]
2020/Sa╠ünchez-Banderas et al. - 2020 - Robust eulerian-on-lagrangian rods,['NVIDIA GeForce GTX 1080 Ti'],['Intel Core i7-7700K']
2020/Schmidt et al. - 2020 - Inter-surface maps via constant-curvature metrics,[],[]
2020/Schwartz et al. - 2020 - The eyes have it an integrated eye and face model for photorealistic facial animation,['NVIDIA GeForce GTX 1080 Ti'],[]
2020/Sella╠ün et al. - 2020 - Developability of heightfields via rank minimization,['NVIDIA GeForce GTX 970'],['Intel Xeon E5-2637 v3']
2020/Sendik et al. - 2020 - Unsupervised K-modal styled content generation,"['NVIDIA GeForce GTX 1080 Ti', 'NVIDIA GeForce RTX 2080 Ti']",[]
2020/Seyb et al. - 2020 - The design and evolution of the UberBake light baking system,[],[]
"2020/Shugrina et al. - 2020 - Nonlinear color triads for approximation, learning and direct manipulation of color distributions",['NVIDIA GeForce GTX TITAN X'],[]
2020/Skrivan et al. - 2020 - Wave curves simulating lagrangian water waves on dynamically deforming surfaces,[],['Intel Core i7-7820X']
2020/Song et al. - 2020 - Accurate face rig approximation with deep differential subspace reconstruction,['NVIDIA GeForce RTX 2080'],[]
2020/Sperl et al. - 2020 - Homogenized yarn-level cloth,[],[]
2020/Starke et al. - 2020 - Local motion phases for learning multi-contact character movements,['NVIDIA GeForce RTX 2080'],['Intel Core i7-9750H']
2020/Su et al. - 2020 - Efficient bijective parameterizations,[],['Intel Core i7-4790K']
2020/Tan et al. - 2020 - MichiGAN multi-input-conditioned hair image generation for portrait editing,[],[]
2020/Texler et al. - 2020 - Interactive video stylization using few-shot patch-based training,"['NVIDIA Tesla V100S PCIe 32 GB', 'NVIDIA GeForce RTX 2080']",[]
2020/Tozoni et al. - 2020 - A low-parametric rhombic microstructure family for irregular lattices,[],[]
2020/Verschoor et al. - 2020 - Tactile rendering based on skin stress optimization,[],[]
2020/Wang et al. - 2020 - A massively parallel and scalable multi-GPU material point method,"['NVIDIA Quadro P6000', 'NVIDIA GeForce RTX 2080']",['Intel Core i7-8086K']
2020/Wang et al. - 2020 - Attribute2Font creating fonts you want from attributes,['NVIDIA GeForce RTX 2080 Ti'],[]
2020/Wang et al. - 2020 - Codimensional surface tension flow using moving-least-squares particles,['NVIDIA GeForce GTX 1060 5 GB'],[]
2020/Wang et al. - 2020 - Exact and efficient polyhedral envelope containment check,[],['Intel Xeon E5-2690']
2020/Wang et al. - 2020 - MGCN descriptor learning using multiscale GCNs,[],['Intel Core i7-7700']
2020/Wang et al. - 2020 - Vid2Curve simultaneous camera motion estimation and thin structure reconstruction from an RGB video,[],['Intel Core i5-8300H']
2020/West et al. - 2020 - Continuous multiple importance sampling,[],[]
2020/Wiersma et al. - 2020 - CNNs on surfaces using rotation-equivariant features,[],[]
2020/Wolper et al. - 2020 - AnisoMPM animating anisotropic damage mechanics,[],['Intel Core i7-9700K']
2020/Won et al. - 2020 - A scalable approach to control diverse behaviors for physically simulated characters,[],['Intel Xeon E5-2698B v3']
2020/Wu et al. - 2020 - Analytic spherical harmonic gradients for real-time rendering with many polygonal area lights,['NVIDIA GeForce RTX 2080 Ti'],[]
2020/Wu et al. - 2020 - Automatic structure synthesis for 3D woven relief,[],[]
2020/Xiao et al. - 2020 - Neural supersampling for real-time rendering,"['NVIDIA TITAN RTX', 'NVIDIA TITAN V']",[]
2020/Xu et al. - 2020 - RigNet neural rigging for articulated characters,[],[]
2020/Xu et al. - 2020 - TilinGNN learning to tile with self-supervised graph neural network,['NVIDIA TITAN Xp'],[]
2020/Yang et al. - 2020 - Error-bounded compatible remeshing,[],['Intel Core i7-7700K']
2020/Ye et al. - 2020 - ARAnimator in-situ character animation in mobile AR with user-defined motion gestures,[],[]
2020/Ye et al. - 2020 - Penrose from mathematical notation to beautiful diagrams,[],[]
2020/Zeltner et al. - 2020 - Specular manifold sampling for rendering high-frequency caustics and glints,[],[]
2020/Zhang et al. - 2020 - C-Space tunnel discovery for puzzle path planning,[],['AMD Opteron 2218 HE']
2020/Zhang et al. - 2020 - Path-space differentiable rendering,['NVIDIA TITAN RTX'],['Intel Core i7-7820X']
2020/Zhang et al. - 2020 - Portrait shadow manipulation,[],[]
2020/Zoss et al. - 2020 - Data-driven extraction and composition of secondary dynamics in facial performance capture,[],[]
2021/Abdrashitov et al. - 2021 - Interactive modelling of volumetric musculoskeletal anatomy,['NVIDIA GeForce GTX 1080'],[]
2021/Adams - 2021 - Fast median filters using separable sorting networks,['NVIDIA GeForce RTX 2060'],['Intel Core i9-9960X']
2021/Ahmed and Wonka - 2021 - Optimizing dyadic nets,[],[]
2021/Alaluf et al. - 2021 - Only a matter of style age transformation using a style-based regression model,[],[]
2021/Bagautdinov et al. - 2021 - Driving-signal aware full-body avatars,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2021/Bangaru et al. - 2021 - Systematically differentiating parametric discontinuities,[],['Intel Core i9-9900K']
2021/Barton╠î et al. - 2021 - Geometry and tool motion planning for curvature adapted CNC machining,['NVIDIA Tesla K40c'],['Intel Core i7-10510U']
2021/Bati et al. - 2021 - An inverse method for the exploration of layered material appearance,[],['Intel Core i7-6700']
2021/Bi et al. - 2021 - Deep relightable appearance models for animatable faces,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2021/Brown and Narain - 2021 - WRAPD weighted rotation-aware ADMM for parameterization and deformation,[],['Intel Core i9-10900K']
2021/Brunel et al. - 2021 - A time-independent deformer for elastic contacts,[],['Intel Core i7-4790K']
2021/Brunton and Rmaileh - 2021 - Displaced signed distance fields for additive manufacturing,[],[]
"2021/Callenberg et al. - 2021 - Low-cost SPAD sensing for non-line-of-sight tracking, material classification and depth imaging",[],[]
2021/Cao et al. - 2021 - Real-time 3D neural facial animation from binocular video,['NVIDIA GeForce RTX 2080'],[]
2021/Chen et al. - 2021 - A momentum-conserving implicit material point method for surface tension with contact angles and spa,[],['Intel Xeon E5-2687W']
2021/Chen et al. - 2021 - Bistable auxetic surface structures,[],[]
2021/Chen et al. - 2021 - Capturing detailed deformations of moving human bodies,"['NVIDIA TITAN RTX', 'NVIDIA GeForce GTX 1080']",[]
2021/Chen et al. - 2021 - ChoreoMaster choreography-oriented music-driven dance synthesis,[],[]
2021/Chen et al. - 2021 - DeepFaceEditing deep face generation and editing with disentangled geometry and appearance control,['NVIDIA GeForce RTX 2080 Ti'],['Intel Core i7-7700']
2021/Chen et al. - 2021 - MoCap-solver a neural solver for optical motion capture data,['NVIDIA GeForce RTX 2080 Ti'],[]
2021/Chen et al. - 2021 - Multiscale Cholesky preconditioning for ill-conditioned problems,[],['Intel Xeon E5-2630']
2021/Cho et al. - 2021 - Weakly-supervised contrastive learning in path manifold for Monte Carlo image reconstruction,"['NVIDIA Quadro RTX 8000', 'NVIDIA TITAN RTX']",[]
2021/Chu et al. - 2021 - Learning meaningful controls for fluids,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2021/Du et al. - 2021 - Boundary-sampled halfspaces a new representation for constructive solid modeling,[],[]
2021/Du et al. - 2021 - Video recoloring via spatial-temporal geometric palettes,[],[]
2021/Ecormier-Nocca et al. - 2021 - Authoring consistent landscapes with flora and fauna,['NVIDIA Quadro M2000'],[]
2021/Fang et al. - 2021 - Guaranteed globally injective 3D deformation processing,[],"['Intel Core i7-7700K', 'Intel Core i7-8700K', 'Intel Core i7-9700', 'Intel Core i9-9900K']"
2021/Fei et al. - 2021 - Revisiting integration in the material point method a scheme for easier separation and less dissipa,['NVIDIA GeForce RTX 2080 Ti'],['Intel Core i9-9900K']
2021/Feng et al. - 2021 - Learning an animatable detailed 3D face model from in-the-wild images,['NVIDIA Quadro RTX 5000'],[]
2021/Ferguson et al. - 2021 - Intersection-free rigid body dynamics,[],"['AMD EPYC 7452', 'AMD EPYC 7453']"
2021/Gal et al. - 2021 - SWAGAN a style-based wavelet-driven generative model,['NVIDIA GeForce RTX 2080'],[]
2021/Garanzha et al. - 2021 - Foldover-free maps in 50 lines of code,[],['Intel Core i7-6800K']
2021/Gillespie et al. - 2021 - Discrete conformal equivalence of polyhedral surfaces,[],['Intel Core i9-9980XE']
2021/Granskog et al. - 2021 - Neural scene graph rendering,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2021/Guo et al. - 2021 - Highlight-aware two-stream network for single-image SVBRDF acquisition,"['NVIDIA GeForce RTX 2080 Ti', 'NVIDIA Tesla V100 PCIe 16 GB']",[]
2021/Guo et al. - 2021 - Volumetric appearance stylization with stylizing kernel prediction network,"['NVIDIA Tesla V100 PCIe 16 GB', 'NVIDIA GeForce RTX 2080 Ti']",[]
2021/Habermann et al. - 2021 - Real-time deep dynamic characters,['NVIDIA Quadro RTX 8000'],['AMD EPYC 7502P']
2021/Hafner and Bickel - 2021 - The design space of plane elastic curves,[],[]
2021/Halperin et al. - 2021 - Endless loops detecting and animating periodic patterns in still images,[],[]
2021/Ha╠êdrich et al. - 2021 - Fire in paradise mesoscale simulation of wildfires,['NVIDIA GeForce GTX 1080'],[]
2021/Hu et al. - 2021 - QuanTaichi a compiler for quantized simulations,"['NVIDIA GeForce RTX 3080', 'NVIDIA GeForce RTX 3090']",[]
2021/Huber et al. - 2021 - Designing actuation systems for animatronic figures via globally optimal discrete search,[],[]
2021/Is╠º─▒k et al. - 2021 - Interactive Monte Carlo denoising using affinity of neural features,['NVIDIA GeForce RTX 2080 Ti'],[]
2021/Jang et al. - 2021 - StyleCariGAN caricature generation via StyleGAN feature map modulation,['NVIDIA Quadro RTX 8000'],[]
2021/Jia - 2021 - SANM a symbolic asymptotic numerical solver with applications in mesh deformation,[],"['AMD Ryzen Threadripper 2970WX', 'Intel Core i7-3770K']"
2021/Jiang et al. - 2021 - Bijective and coarse high-order tetrahedral meshes,[],['Intel Xeon Platinum 8268']
2021/Jiang et al. - 2021 - Using isometries for computational design and fabrication,[],['Intel Xeon E5-2687W']
2021/Jones et al. - 2021 - ShapeMOD macro operation discovery for 3D shape programs,['NVIDIA GeForce RTX 2080 Ti'],['Intel Core i9-9900K']
2021/Kaspar et al. - 2021 - Knit sketching from cut &amp; sew patterns to machine-knit garments,[],[]
2021/Kee et al. - 2021 - Constrained projective dynamics real-time simulation of deformable objects with energy-momentum con,[],['AMD Ryzen 9 3900X']
2021/Kettunen et al. - 2021 - An unbiased ray-marching transmittance estimator,['NVIDIA Quadro RTX 6000'],[]
2021/kim and Choi - 2021 - Dynamic closest color warping to sort and compare palettes,['NVIDIA GeForce RTX 2080'],['Intel Core i9-9900K']
2021/Kim and Singh - 2021 - Optimizing UI layouts for deformable face-rig manipulation,['NVIDIA GeForce GTX 1080'],[]
2021/Krajancich et al. - 2021 - A perceptual model for eccentricity-dependent spatio-temporal flicker fusion and its applications to,[],[]
2021/Kuznetsov et al. - 2021 - NeuMIP multi-resolution neural materials,['NVIDIA GeForce RTX 2080 Ti'],[]
2021/Lan et al. - 2021 - Medial IPC accelerated incremental potential contact with medial elastics,['NVIDIA TITAN RTX'],['Intel Core i7-9700']
2021/Le et al. - 2021 - Direct delta mush skinning compression with continuous examples,['NVIDIA GeForce RTX 3090'],['Intel Core i7-5960X']
2021/Leake et al. - 2021 - A mathematical foundation for foundation paper pieceable quilts,[],[]
2021/Lee et al. - 2021 - Learning a family of motor skills from a single motion clip,[],['AMD Ryzen 9 3950X']
2021/Lee et al. - 2021 - Learning time-critical responses for interactive character control,['NVIDIA GeForce RTX 2080 Ti'],['Intel Core i7-9700']
2021/Lewis et al. - 2021 - TryOnGAN body-aware try-on via layered interpolation,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2021/Li et al. - 2021 - Codimensional incremental potential contact,[],"['Intel Core i7-8700K', 'Intel Core i7-9700K', 'Intel Core i9-9900KF']"
2021/Li et al. - 2021 - Learning skeletal articulations with neural blend shapes,['NVIDIA TITAN Xp'],['Intel Core i7-6950X']
2021/Li et al. - 2021 - SP-GAN sphere-guided 3D shape generation and manipulation,['NVIDIA TITAN Xp'],[]
2021/Liao et al. - 2021 - Real-time locally injective volumetric deformation,['NVIDIA TITAN RTX'],['Intel Core i5-8500']
2021/Liu et al. - 2021 - Knitting 4D garments with elasticity controlled for body motion,[],['Intel Core i7-9700']
2021/Liu et al. - 2021 - Modeling and fabrication with specified discrete equivalence classes,[],['Intel Core i7-8700K']
2021/Liu et al. - 2021 - Surface multigrid via intrinsic prolongation,[],[]
2021/Lombardi et al. - 2021 - Mixture of volumetric primitives for efficient neural rendering,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2021/Ma et al. - 2021 - DiffAqua a differentiable computational design pipeline for soft underwater swimmers with shape int,[],[]
2021/Ma et al. - 2021 - Free-form scanning of non-planar appearance with neural trace photography,['NVIDIA GeForce RTX 3090'],[]
2021/Mahmoud et al. - 2021 - RXMesh a GPU mesh data structure,['NVIDIA Tesla V100 PCIe 16 GB'],['Intel Xeon E5-2698 v3']
2021/Makatura et al. - 2021 - Pareto gamuts exploring optimal designs across varying contexts,[],[]
2021/Mandad and Campen - 2021 - Guaranteed-quality higher-order triangular meshing of 2D domains,[],[]
2021/Mantiuk et al. - 2021 - FovVideoVDP a visible difference predictor for wide field-of-view video,"['NVIDIA GeForce RTX 2080', 'NVIDIA Tesla P100 PCIe 12 GB']",['Intel Core i7-7800X']
2021/Martel et al. - 2021 - Acorn adaptive coordinate networks for neural scene representation,"['NVIDIA TITAN V', 'NVIDIA RTX A6000']",[]
2021/Meekes and Vaxman - 2021 - Unconventional patterns on surfaces,[],[]
2021/Metzer et al. - 2021 - Orienting point clouds with dipole propagation,[],[]
2021/Michel and Boubekeur - 2021 - DAG amendment for inverse control of parametric shapes,[],[]
2021/Mo et al. - 2021 - General virtual sketching framework for vector line art,['NVIDIA GeForce RTX 2070'],['Intel Core i7-8700']
2021/Mu╠êller et al. - 2021 - Real-time neural radiance caching for path tracing,['NVIDIA GeForce RTX 3090'],['Intel Core i9-9900K']
2021/Nabizadeh et al. - 2021 - Kelvin transformations for simulations on infinite domains,[],[]
2021/Nader et al. - 2021 - KnitKit a flexible system for machine knitting of customizable textiles,[],[]
2021/Nindel et al. - 2021 - A gradient-based framework for 3D print appearance optimization,"['NVIDIA TITAN RTX', 'NVIDIA GeForce RTX 3080']",[]
2021/Pandey et al. - 2021 - Total relighting learning to relight portraits for background replacement,"['NVIDIA Tesla V100 PCIe 16 GB', 'NVIDIA Quadro P6000']",[]
2021/Panetta et al. - 2021 - Computational inverse design of surface-based inflatables,[],[]
2021/Pellis et al. - 2021 - Computational design of weingarten surfaces,[],['Intel Core i7-10750H']
2021/Peng et al. - 2021 - AMP adversarial motion priors for stylized physics-based character control,[],[]
2021/Peters - 2021 - BRDF importance sampling for polygonal lights,['NVIDIA GeForce RTX 2080 Ti'],['Intel Core i5-9600K']
2021/Pietroni et al. - 2021 - Reliable feature-line driven quad-remeshing,[],[]
2021/Pluta et al. - 2021 - PH-CPF planar hexagonal meshing using coordinate power fields,[],[]
2021/Qu and James - 2021 - Fast linking numbers for topology verification of loopy structures,['NVIDIA GeForce GTX 1080'],['Intel Xeon E5-2697 v3']
2021/R et al. - 2021 - PhotoApp photorealistic appearance editing of head portraits,"['NVIDIA Quadro RTX 8000', 'NVIDIA Tesla V100 PCIe 16 GB']",[]
2021/Randrianandrasana et al. - 2021 - Transfer matrix based layered materials rendering,[],['Intel Core i7-8750H']
2021/Ren et al. - 2021 - 3D weaving with curved ribbons,[],['AMD Ryzen Threadripper 3990X']
2021/Ren et al. - 2021 - Unified particle system for multiple-fluid flow and porous material,['NVIDIA GeForce GTX 1080 Ti'],[]
2021/Romero et al. - 2021 - Learning contact corrections for handle-based subspace dynamics,[],['Intel Core i7-7700K']
2021/Romero et al. - 2021 - Physical validation of simulators in computer graphics a new framework dedicated to slender elastic,[],[]
2021/Ruan et al. - 2021 - Solid-fluid interaction with surface-tension-dominant contact,"['NVIDIA GeForce RTX 2070', 'NVIDIA Quadro RTX 8000']",['Intel Xeon W-3175X']
2021/Sato et al. - 2021 - Stream-guided smoke simulations,[],['Intel Core i9-9900K']
2021/Schissler et al. - 2021 - Fast diffraction pathfinding for dynamic sound propagation,[],['Intel Core i7-4770K']
2021/Sella╠ün et al. - 2021 - Swept volumes via spacetime numerical continuation,[],[]
2021/Serrano et al. - 2021 - The effect of shape and illumination on material perception model and applications,[],[]
2021/Shen et al. - 2021 - High-order differentiable autoencoder for nonlinear model reduction,['NVIDIA GeForce RTX 2080'],['Intel Core i7-9700']
2021/Shimada et al. - 2021 - Neural monocular 3D human motion capture with physical awareness,['NVIDIA Quadro RTX 8000'],['AMD EPYC 7502P']
2021/Smirnov and Solomon - 2021 - HodgeNet learning spectral geometry on triangle meshes,[],[]
2021/Soliman et al. - 2021 - Constrained willmore surfaces,[],['Intel Core i7-7700HQ']
2021/Song et al. - 2021 - AgileGAN stylizing portraits by inversion-consistent transfer learning,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2021/Sperl et al. - 2021 - Mechanics-aware deformation of yarn pattern geometry,['NVIDIA GeForce GTX 1080 Ti'],['Intel Core i7-7820X']
2021/Srinivasan et al. - 2021 - Learning active quasistatic physics-based models from data,['NVIDIA Quadro RTX 8000'],['Intel Core i9-9940X']
2021/Starke et al. - 2021 - Neural animation layering for synthesizing martial arts movements,['NVIDIA GeForce RTX 2080'],['Intel Core i9-9980HK']
2021/Steinberg and Yan - 2021 - A generic framework for physical light transport,[],[]
2021/Su et al. - 2021 - A unified second-order accurate in time MPM formulation for simulating viscoelastic liquids with pha,[],"['Intel Core i7-8565U', 'Intel Xeon E5-1620 v4']"
2021/Sun et al. - 2021 - End-to-end complex lens design with differentiate ray tracing,['NVIDIA TITAN RTX'],[]
2021/Tov et al. - 2021 - Designing an encoder for StyleGAN image manipulation,['NVIDIA Tesla P40'],[]
2021/Trusty et al. - 2021 - The shape matching element method direct animation of curved surface models,['Intel Iris Plus Graphics 655 Mobile'],[]
2021/Van Mossel et al. - 2021 - StrokeStrip joint parameterization and fitting of stroke clusters,[],[]
2021/Vicini et al. - 2021 - A non-exponential transmittance model for volumetric scene representations,['NVIDIA TITAN RTX'],[]
2021/Vicini et al. - 2021 - Path replay backpropagation differentiating light paths using constant memory and linear time,['NVIDIA TITAN RTX'],['Intel Core i7-7800X']
2021/Walton et al. - 2021 - Beyond blur real-time ventral metamers for foveated rendering,"['NVIDIA GeForce RTX 2080 Ti', 'NVIDIA GeForce RTX 2080', 'NVIDIA GeForce GTX 1650 Ti Mobile']","['Intel Core i7-10750H', 'Intel Core i9-9900']"
2021/Wang - 2021 - GPU-based simulation of cloth wrinkles at submillimeter levels,"['NVIDIA TITAN Xp', 'NVIDIA GeForce RTX 2080 Ti']",['Intel Core i7-6700']
2021/Wang and Chern - 2021 - Computing minimal surfaces with differential forms,[],[]
2021/Wang and Solomon - 2021 - Fast quasi-harmonic weights for geometric data interpolation,[],['Intel Core i9-7900X']
2021/Wang et al. - 2021 - MOCCA modeling and optimizing cone-joints for complex assemblies,[],['AMD Ryzen Threadripper 3990X']
2021/Wang et al. - 2021 - Thin-film smoothed particle hydrodynamics fluid,[],['AMD Ryzen Threadripper 3990X']
2021/Wang et al. - 2021 - Tracing versus freehand for evaluating computer-generated drawings,[],[]
2021/Wilkie et al. - 2021 - A fitted radiance and attenuation model for realistic atmospheres,[],[]
2021/Willis et al. - 2021 - Fusion 360 gallery a dataset and environment for programmatic CAD construction from human design se,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2021/Won et al. - 2021 - Control strategies for physically simulated characters performing two-player competitive sports,[],['Intel Xeon E5-2698B v3']
2021/Wu et al. - 2021 - Coarse-to-fine facial structure editing of portrait images via latent space classifications,['NVIDIA GeForce RTX 2060'],[]
2021/Xiang - 2021 - Eliminating topological errors in neural network rotation estimation using self-selecting ensembles,[],[]
2021/Xie et al. - 2021 - Seamless manga inpainting with semantics awareness,[],[]
2021/Xiong et al. - 2021 - Incompressible flow simulation on vortex segment clouds,['NVIDIA GeForce RTX 2080 Ti'],[]
2021/Xu et al. - 2021 - Scalable image-based indoor scene rendering with reflections,['NVIDIA GeForce RTX 2080 Ti'],['Intel Core i7-7700K']
2021/Yaldiz et al. - 2021 - DeepFormableTag end-to-end generation and recognition of deformable fiducial markers,['NVIDIA TITAN RTX'],[]
